datetime,overall_sentiment_score,relevance_score,ticker_sentiment_score,affected_topic_relevance_score,distinct_news_count
2022-05-23 13:00:00,-0.0228,1.0,0.0764,0.3094,1
2022-05-23 15:00:00,-0.2338,0.0254,0.0987,0.3928,1
2022-05-23 16:00:00,-0.4374,0.0852,-0.9771,0.4099,1
2022-05-24 14:00:00,-0.1578,0.0563,0.0924,0.3859,1
2022-05-24 19:00:00,-0.2315,0.0693,0.0019,0.499,1
2022-05-25 09:00:00,-0.0983,0.1452,0.0104,0.2303,1
2022-05-25 10:00:00,-0.0928,0.1816,-0.0971,0.5644,1
2022-05-25 11:00:00,-0.1114,0.2255,-0.028,0.4324,1
2022-05-25 14:00:00,-0.0593,0.1834,-0.1024,0.9192,1
2022-05-25 15:00:00,0.075,0.1071,0.0041,0.5988,1
2022-05-25 20:00:00,-0.0701,0.8067,-0.0752,0.4675,1
2022-05-25 23:00:00,-0.2128,0.6108,-0.3258,0.4565,1
2022-05-26 02:00:00,-0.2073,0.6419,-0.3668,0.7916,1
2022-05-26 04:00:00,0.2288,0.1212,0.3017,0.4126,1
2022-05-26 07:00:00,-0.1016,0.4593,-0.129,0.673,1
2022-05-26 09:00:00,-0.0108,0.2042,0.0034,0.2949,1
2022-05-26 10:00:00,-0.0912,0.3759,-0.0538,0.4097,3
2022-05-26 11:00:00,-0.0705,0.1572,-0.0646,0.4771,4
2022-05-26 12:00:00,0.1182,0.0926,0.0205,0.3714,1
2022-05-26 13:00:00,-0.1834,0.085,-0.2006,0.5467,1
2022-05-26 15:00:00,-0.0504,0.2225,-0.0176,0.4088,2
2022-05-26 18:00:00,0.0021,0.0638,0.008,0.3484,1
2022-05-26 20:00:00,-0.0024,0.6877,0.0219,0.4117,1
2022-05-27 11:00:00,-0.0465,0.4418,-0.0524,0.5676,2
2022-05-27 12:00:00,-0.0739,0.2588,-0.1156,0.4382,3
2022-05-27 13:00:00,-0.2446,0.362,-0.1936,0.4433,1
2022-05-27 16:00:00,0.1133,0.3899,0.0747,0.5821,2
2022-05-27 17:00:00,-0.0823,0.2677,0.0667,0.4151,1
2022-05-27 19:00:00,0.0661,0.0238,0.0075,0.7365,1
2022-05-27 20:00:00,0.0394,0.1145,0.2399,0.4943,1
2022-05-27 22:00:00,-0.0117,0.1575,0.0181,0.3389,1
2022-05-28 00:00:00,-0.0663,0.1377,-0.0282,0.4387,2
2022-05-28 09:00:00,-0.0157,0.0933,-0.2126,0.3259,1
2022-05-28 14:00:00,0.0471,0.0304,0.0624,0.4838,1
2022-05-28 15:00:00,-0.0388,0.2388,0.0208,0.3686,1
2022-05-29 10:00:00,0.0608,0.1833,0.0078,0.5,1
2022-05-29 19:00:00,0.1399,0.5315,0.0703,0.5345,1
2022-05-29 23:00:00,-0.0562,0.0427,-0.2569,0.3597,1
2022-05-30 07:00:00,0.2001,0.0428,0.0255,0.3333,1
2022-05-30 10:00:00,-0.0233,0.3293,-0.0605,0.6882,3
2022-05-30 13:00:00,0.103,0.4508,0.0987,0.8485,1
2022-05-30 16:00:00,0.0865,0.7558,0.0882,0.3862,1
2022-06-06 15:00:00,0.0666,0.013,0.2373,0.5439,1
2022-06-10 13:00:00,-0.1773,0.0988,-0.1364,0.5201,1
2022-06-10 20:00:00,-0.1202,0.0802,-0.1202,0.4267,1
2022-06-16 18:00:00,-0.1266,0.4157,-0.0824,0.6838,1
2022-06-23 20:00:00,0.5741,0.1375,0.5822,0.3797,1
2022-06-23 22:00:00,0.0684,0.0824,0.0084,0.3548,1
2022-06-24 11:00:00,0.0208,0.4702,-0.0788,0.5695,2
2022-06-24 13:00:00,-0.1547,0.067,-0.0498,0.4195,1
2022-06-24 15:00:00,-0.0441,0.3423,-0.0673,0.772,1
2022-06-25 10:00:00,0.0881,0.4,0.0512,0.6603,1
2022-06-25 12:00:00,-0.284,0.0323,-0.2403,0.2939,1
2022-06-27 03:00:00,0.0569,0.0476,0.1204,0.4904,1
2022-06-27 12:00:00,-0.0829,0.5362,-0.0829,0.4357,1
2022-06-27 17:00:00,-0.0408,0.5649,-0.0376,0.5247,1
2022-06-28 13:00:00,-0.044,0.3097,-0.0294,0.4421,1
2022-06-28 14:00:00,0.0423,0.0704,0.161,0.7169,1
2022-06-28 15:00:00,0.2115,0.2838,0.2515,0.3333,1
2022-06-28 16:00:00,-0.0315,0.3821,0.018,0.6487,2
2022-06-28 18:00:00,-0.2988,0.7357,-0.1252,0.6216,1
2022-06-28 21:00:00,0.0107,0.0716,-0.2492,0.4433,3
2022-06-28 22:00:00,-0.092,0.1562,0.0228,0.3107,2
2022-06-29 06:00:00,0.2836,0.1814,0.3102,0.3797,1
2022-06-29 09:00:00,0.0577,0.1028,0.0486,0.376,1
2022-06-29 11:00:00,-0.0269,0.6322,-0.0304,0.7498,1
2022-06-29 13:00:00,-0.0594,0.5611,-0.0085,0.7893,1
2022-06-29 14:00:00,0.0114,0.0627,0.118,0.5229,1
2022-06-29 15:00:00,0.0616,0.3989,0.0742,0.3784,5
2022-06-29 16:00:00,-0.0496,0.57,-0.0028,0.4326,1
2022-06-29 17:00:00,-0.0159,0.2847,-0.016,0.3794,4
2022-06-29 18:00:00,0.0063,0.401,0.062,0.6901,2
2022-06-29 19:00:00,-0.1863,0.3876,0.0348,0.5191,2
2022-06-29 20:00:00,-0.0552,0.033,0.0006,0.5615,1
2022-06-29 23:00:00,-0.0574,0.0321,0.0006,0.6603,1
2022-07-19 11:00:00,0.0122,0.0707,0.0794,0.343,1
2022-07-27 09:00:00,0.0293,0.4821,0.0971,0.6168,1
2022-07-27 11:00:00,0.2874,0.0415,0.0,0.4033,1
2022-07-27 17:00:00,0.2018,0.6132,0.3985,0.33,1
2022-07-27 18:00:00,0.1358,0.4078,-0.1055,0.5793,1
2022-07-28 16:00:00,0.0703,0.0652,-0.0503,0.3869,1
2022-07-29 03:00:00,0.2576,0.0123,0.1255,0.4711,1
2022-07-29 04:00:00,0.1298,0.6295,0.1372,0.5,1
2022-07-29 08:00:00,0.3042,0.0523,0.0646,0.4989,1
2022-07-29 09:00:00,0.3044,0.055,0.1278,0.5589,1
2022-07-29 11:00:00,0.2208,0.0204,0.038,0.5782,1
2022-07-29 12:00:00,0.228,0.0403,0.1404,0.3041,1
2022-07-29 16:00:00,0.3193,0.0705,0.1398,0.75,1
2022-07-29 17:00:00,0.1808,0.0168,0.1557,1.0,1
2022-07-29 19:00:00,0.1558,0.1247,0.1463,0.6057,2
2022-07-30 02:00:00,0.167,0.1519,0.0529,0.3333,1
2022-07-30 10:00:00,0.2006,0.0747,0.0428,0.6507,1
2022-07-30 11:00:00,0.0301,0.144,0.1043,0.5655,2
2022-07-30 14:00:00,0.1245,0.4542,0.1852,0.3333,1
2022-07-30 18:00:00,0.1649,0.1235,0.0951,0.2955,1
2022-08-13 13:00:00,0.0723,0.0231,0.0203,0.4371,1
2022-08-14 13:00:00,0.1982,0.1557,-0.1018,0.456,1
2022-08-17 11:00:00,-0.0949,0.6164,-0.1771,0.6278,1
2022-08-19 12:00:00,0.2571,0.0896,0.1891,0.5122,1
2022-08-19 18:00:00,0.0548,0.0451,0.0894,0.4033,1
2022-08-19 21:00:00,0.0265,0.0495,-0.0534,0.4441,1
2022-08-21 11:00:00,-0.0449,0.0739,0.112,0.4171,2
2022-08-22 09:00:00,-0.1328,0.0672,0.0,0.5526,1
2022-08-22 15:00:00,0.0524,0.0423,0.0888,0.3915,1
2022-08-23 11:00:00,0.0823,0.1066,0.0537,0.408,2
2022-08-23 14:00:00,0.0459,0.0431,0.089,0.446,1
2022-08-24 08:00:00,-0.1174,0.1192,0.0,0.3746,1
2022-08-24 09:00:00,-0.0631,0.1555,-0.0434,0.4579,1
2022-08-24 10:00:00,0.0828,0.0432,-0.0317,0.503,1
2022-08-24 11:00:00,-0.1332,0.1746,-0.0846,0.5069,1
2022-08-24 15:00:00,-0.0407,0.0456,0.0,0.4519,1
2022-08-25 09:00:00,0.0387,0.1877,0.0242,0.458,2
2022-08-25 10:00:00,-0.0353,0.6359,-0.1843,0.626,2
2022-08-25 12:00:00,-0.0412,0.1156,-0.1025,0.4753,3
2022-08-25 13:00:00,-0.0643,0.2597,-0.0865,0.5922,2
2022-08-25 14:00:00,0.0144,0.8893,0.0253,0.7658,1
2022-08-25 15:00:00,0.003,0.148,-0.1578,0.6025,3
2022-08-25 20:00:00,0.1862,0.0667,0.1394,0.5777,1
2022-08-26 09:00:00,0.0761,0.3026,0.1127,0.5614,2
2022-08-26 11:00:00,0.0415,0.2207,0.1121,0.5864,2
2022-08-26 12:00:00,-0.3333,0.4615,-0.3359,0.7694,1
2022-08-26 13:00:00,0.2515,0.1032,0.0874,0.5976,1
2022-08-26 15:00:00,0.0987,0.0518,0.0906,0.5279,2
2022-08-26 17:00:00,0.2823,0.0287,0.1153,0.3154,1
2022-08-28 13:00:00,0.19,0.144,0.1241,0.5283,1
2022-08-28 14:00:00,0.2515,0.1032,0.0874,0.5976,1
2022-08-29 11:00:00,0.1226,0.1958,0.0579,0.4905,1
2022-08-29 13:00:00,-0.1963,0.1292,0.1376,0.3916,1
2022-08-29 15:00:00,0.1188,0.0495,0.3325,0.2464,1
2022-08-29 16:00:00,0.0966,0.155,-0.1659,0.3066,1
2022-08-29 18:00:00,0.1688,0.1606,-0.1617,0.277,1
2022-08-29 20:00:00,-0.149,0.1904,-0.0967,0.6236,1
2022-08-30 01:00:00,-0.1154,0.025,-0.0906,0.7428,1
2022-08-30 02:00:00,0.206,0.253,0.1396,0.3862,1
2022-08-30 09:00:00,-0.0241,0.1192,0.0213,0.4369,1
2022-08-30 11:00:00,0.0169,0.1636,-0.2295,0.547,2
2022-08-30 12:00:00,0.2575,0.2795,0.1381,0.5072,2
2022-08-30 13:00:00,0.1478,0.0985,0.0,0.4317,1
2022-08-30 15:00:00,-0.0837,0.0797,-0.0163,0.4216,2
2022-08-30 17:00:00,0.1814,0.1391,0.2104,0.5671,2
2022-08-30 18:00:00,-0.0979,0.4417,0.0706,0.4048,1
2022-08-30 19:00:00,0.2719,0.0177,0.1677,0.3401,1
2022-08-30 20:00:00,0.0011,0.2855,-0.0897,0.5388,3
2022-08-30 22:00:00,0.2385,0.1309,0.0859,0.3353,1
2022-09-15 14:00:00,-0.0121,0.0521,-0.058,0.3671,1
2022-09-16 12:00:00,0.1877,0.0851,0.0865,0.3554,2
2022-09-16 17:00:00,0.198,0.0475,0.1873,0.3673,1
2022-09-17 11:00:00,0.1264,0.0305,0.0688,0.4111,1
2022-09-17 18:00:00,0.2466,0.0229,-0.0027,0.4532,1
2022-09-18 11:00:00,0.2118,0.1988,0.2075,0.444,1
2022-09-19 12:00:00,0.0217,0.0937,0.071,0.2169,1
2022-09-22 15:00:00,-0.053,0.0465,0.0,0.4495,1
2022-09-23 10:00:00,-0.0651,0.0425,0.018,0.5599,1
2022-09-24 14:00:00,0.0585,0.5174,0.1185,0.6457,1
2022-09-24 23:00:00,-0.094,0.1295,-0.0202,0.8849,1
2022-09-25 11:00:00,0.0049,0.1483,-0.1436,0.3846,1
2022-09-26 05:00:00,0.1111,0.0477,0.0159,0.5164,1
2022-09-26 10:00:00,-0.1101,0.1095,0.0381,0.6554,1
2022-09-27 09:00:00,0.0591,0.2239,-0.1882,0.5503,1
2022-09-27 10:00:00,-0.1764,0.7459,-0.2346,0.6634,1
2022-09-28 11:00:00,-0.0731,0.5496,0.162,0.7576,1
2022-09-28 13:00:00,0.1644,0.2683,0.0477,0.5793,1
2022-09-28 21:00:00,-0.053,0.2381,-0.0419,0.5396,1
2022-09-29 01:00:00,0.1323,0.0254,0.1747,0.6098,1
2022-09-29 10:00:00,0.1158,0.2188,0.173,0.606,1
2022-09-29 13:00:00,0.198,0.035,0.1874,0.5751,1
2022-09-29 14:00:00,-0.2594,0.9471,-0.3204,0.5808,1
2022-09-29 15:00:00,-0.2254,0.4323,0.0817,0.4908,1
2022-09-29 17:00:00,0.0437,0.4978,0.139,0.5659,2
2022-09-29 19:00:00,-0.0564,0.334,-0.1059,0.277,1
2022-09-29 20:00:00,-0.0696,0.0798,0.0699,0.4042,1
2022-09-29 21:00:00,0.1164,0.1584,0.1747,0.3104,2
2022-10-14 16:00:00,-0.1599,0.0659,-0.2147,0.6414,1
2022-10-15 13:00:00,-0.0292,0.0103,0.0872,0.4106,1
2022-10-15 14:00:00,0.0811,0.0186,0.0078,0.4772,1
2022-10-18 10:00:00,0.0864,0.0933,0.1391,0.3993,1
2022-10-20 04:00:00,0.2101,0.0115,0.0801,0.4051,1
2022-10-24 21:00:00,0.2265,0.0814,0.149,0.4178,1
2022-10-27 07:00:00,0.2965,0.047,0.0898,0.6513,1
2022-10-27 10:00:00,0.2439,0.0242,0.1517,0.5588,1
2022-10-27 13:00:00,-0.0625,0.6597,-0.0632,0.7719,1
2022-10-28 09:00:00,0.2133,0.7774,0.365,0.4795,1
2022-10-28 10:00:00,-0.112,0.1042,-0.3306,0.344,1
2022-10-28 13:00:00,-0.0554,0.1385,0.0556,0.7195,1
2022-10-28 16:00:00,0.1745,0.1673,0.1049,0.5664,1
2022-10-28 17:00:00,0.221,0.0503,0.1169,0.748,2
2022-10-28 19:00:00,0.0929,0.1483,0.1427,0.592,2
2022-10-28 21:00:00,0.1094,0.0402,-0.1703,0.3948,1
2022-10-28 23:00:00,0.1086,0.0705,0.0496,0.6427,1
2022-10-29 02:00:00,-0.0336,0.044,-0.003,0.3862,1
2022-10-29 09:00:00,0.1439,0.2676,-0.0247,0.7477,1
2022-10-29 13:00:00,0.2173,0.1811,0.4668,0.5,1
2022-10-30 18:00:00,0.3364,0.6827,0.3804,0.3872,1
2022-11-10 13:00:00,-0.0924,0.0141,-0.04,0.4917,1
2022-11-10 17:00:00,-0.0726,0.0642,-0.1145,0.4511,1
2022-11-11 11:00:00,-0.0868,0.2625,0.1575,0.4025,1
2022-11-14 10:00:00,0.051,0.0533,0.19,0.52,1
2022-11-14 13:00:00,0.1177,0.1075,0.2097,0.4357,1
2022-11-14 15:00:00,0.0146,0.0724,0.0,0.3994,1
2022-11-14 16:00:00,0.0408,0.0306,0.0323,0.4618,1
2022-11-14 20:00:00,0.0461,0.1605,0.0927,0.4039,2
2022-11-16 10:00:00,0.1521,0.2536,0.1351,0.4482,1
2022-11-16 12:00:00,0.0803,0.1029,0.1347,0.3597,1
2022-11-16 15:00:00,-0.0073,0.1069,-0.0211,0.4492,1
2022-11-17 10:00:00,0.1517,0.2046,0.1225,0.5542,1
2022-11-17 13:00:00,0.0219,0.1733,0.1144,0.5529,1
2022-11-27 10:00:00,0.167,0.4507,0.168,0.5262,1
2022-11-27 12:00:00,0.3889,0.2866,0.4137,0.6541,1
2022-11-28 15:00:00,0.1871,0.0498,0.031,0.5518,1
2022-11-29 08:00:00,0.2904,0.1545,-0.0579,0.5,1
2022-11-29 15:00:00,0.2398,0.0778,0.1287,0.4729,2
2022-11-29 17:00:00,-0.0434,0.0372,-0.0487,0.4104,1
2022-11-29 22:00:00,0.1667,0.0528,-0.138,0.5,1
2022-12-09 17:00:00,0.1194,0.0376,0.1225,0.4621,1
2022-12-14 17:00:00,0.039,0.0215,0.1111,0.5182,1
2022-12-22 18:00:00,0.0676,0.0746,-0.0451,0.4063,1
2022-12-23 10:00:00,0.1829,0.1767,0.0136,0.5255,1
2022-12-23 16:00:00,0.146,0.1105,-0.1441,0.3272,1
2022-12-23 18:00:00,0.0605,0.085,-0.1288,0.3726,1
2022-12-23 19:00:00,0.224,0.1194,0.0667,0.6241,1
2022-12-23 20:00:00,-0.0143,0.4103,0.0893,0.2939,1
2022-12-23 21:00:00,0.1228,0.071,-0.134,0.3354,1
2022-12-24 13:00:00,0.1794,0.1161,0.185,0.2288,1
2022-12-26 08:00:00,-0.0914,0.0457,-0.1711,0.3842,1
2022-12-28 14:00:00,0.3894,0.0987,0.0707,0.4136,1
2022-12-28 17:00:00,-0.0648,0.2591,0.0431,0.686,1
2022-12-28 19:00:00,-0.0245,0.8664,-0.3601,0.7703,1
2022-12-29 11:00:00,-0.1391,0.1295,-0.2024,0.3077,1
2022-12-29 13:00:00,0.1562,0.1011,0.0706,0.4954,2
2022-12-29 16:00:00,0.2589,0.0269,0.061,0.4619,1
2022-12-29 19:00:00,0.2504,0.0661,0.0933,0.3175,1
2022-12-29 20:00:00,0.0121,0.0659,-0.1202,0.3938,1
2022-12-29 21:00:00,0.1415,0.0513,0.013,0.5112,1
2022-12-30 10:00:00,0.2272,0.035,0.1874,0.559,1
2022-12-30 13:00:00,0.309,0.0521,0.1301,0.4483,2
2022-12-30 15:00:00,0.237,0.1255,0.1544,0.6109,1
2022-12-30 16:00:00,-0.0145,0.0499,0.2183,0.4937,1
2022-12-30 19:00:00,0.3624,0.1811,-0.0091,0.702,1
2022-12-30 20:00:00,0.1025,0.004,0.019,0.2342,1
2022-12-30 21:00:00,-0.0096,0.0638,0.0,0.3333,1
2022-12-30 22:00:00,0.0905,0.2429,0.0334,0.6425,2
2022-12-30 23:00:00,0.3563,0.3919,0.35,0.4127,1
2023-01-11 17:00:00,0.05,0.0446,0.0434,0.3909,1
2023-01-12 10:00:00,0.063,0.7437,0.0478,0.607,1
2023-01-16 12:00:00,0.1517,0.1697,0.0622,0.4858,1
2023-01-18 18:00:00,-0.0144,0.0636,0.0744,0.4602,1
2023-01-20 15:00:00,-0.0601,0.0362,-0.0913,0.3677,1
2023-01-23 18:00:00,0.137,0.1931,0.2139,0.4608,2
2023-01-24 03:00:00,0.0648,0.1223,0.3465,0.1881,1
2023-01-24 14:00:00,0.1908,0.0413,0.0178,0.4639,1
2023-01-25 14:00:00,0.2358,0.5671,0.5619,0.6783,1
2023-01-25 16:00:00,0.1029,0.1589,0.0534,0.5465,1
2023-01-26 13:00:00,0.1533,0.1397,0.0265,0.4211,1
2023-01-26 19:00:00,-0.0049,0.0811,0.0886,0.4173,1
2023-01-26 21:00:00,0.081,0.3259,0.0,0.487,1
2023-01-27 00:00:00,0.1877,0.2504,0.177,0.393,1
2023-01-27 10:00:00,0.3109,0.3851,0.3063,0.6306,1
2023-01-27 11:00:00,0.1461,0.1377,-0.0687,0.5384,1
2023-01-27 13:00:00,0.061,0.0818,-0.0476,0.5201,1
2023-01-27 15:00:00,0.1176,0.1275,-0.3003,0.4741,1
2023-01-27 16:00:00,0.0123,0.3329,0.0124,0.5872,1
2023-01-27 18:00:00,0.1779,0.0156,0.1546,1.0,1
2023-01-27 23:00:00,-0.2203,0.1451,-0.0077,0.5783,1
2023-01-28 10:00:00,-0.0363,0.5046,0.1819,0.5793,1
2023-01-29 10:00:00,0.0779,0.5573,0.0795,0.5177,1
2023-01-30 02:00:00,0.1526,0.0738,0.1656,0.3787,1
2023-01-30 10:00:00,0.2292,0.1996,0.0579,0.4422,2
2023-01-30 13:00:00,0.1343,0.3627,0.105,0.3268,2
2023-01-30 14:00:00,0.172,0.1753,-0.0265,0.8863,1
2023-01-30 17:00:00,-0.0048,0.2232,-0.1664,0.4095,2
2023-01-30 19:00:00,0.0072,0.0401,0.1572,0.3875,1
2023-01-30 21:00:00,0.0485,0.644,-0.0695,0.9999,1
2023-01-30 22:00:00,0.2912,0.029,0.0,0.422,1
2023-02-14 16:00:00,0.0576,0.0351,0.0841,0.378,1
2023-02-16 11:00:00,0.245,0.0703,-0.003,0.4125,1
2023-02-16 17:00:00,0.0481,0.0378,0.1356,0.5197,1
2023-02-17 23:00:00,0.1398,0.0843,0.0956,0.3395,1
2023-02-19 12:00:00,0.0624,0.0559,-0.1499,0.369,1
2023-02-19 23:00:00,0.0593,0.0576,0.0,0.3264,1
2023-02-21 14:00:00,0.128,0.13,0.0613,0.5242,1
2023-02-21 16:00:00,0.0167,0.1393,0.007,0.3111,2
2023-02-22 10:00:00,0.1424,0.495,0.103,0.6577,1
2023-02-22 11:00:00,-0.0694,0.0592,-0.048,0.4061,1
2023-02-22 12:00:00,0.1794,0.081,0.0967,0.3617,1
2023-02-22 13:00:00,-0.0797,0.0942,0.0,0.413,1
2023-02-22 15:00:00,0.029,0.0433,0.0,0.3333,1
2023-02-22 16:00:00,0.286,0.1081,0.1773,0.3238,1
2023-02-22 18:00:00,-0.0338,0.0724,-0.0819,0.4608,1
2023-02-23 05:00:00,-0.0493,0.0571,0.2401,0.4096,1
2023-02-23 11:00:00,0.1382,0.2839,0.0695,0.9452,1
2023-02-23 13:00:00,0.0168,0.3715,-0.0519,0.5037,1
2023-02-23 17:00:00,0.1291,0.1685,0.2078,0.5215,1
2023-02-23 19:00:00,-0.0437,0.1025,0.1925,0.5122,1
2023-02-23 20:00:00,0.051,0.0844,0.086,0.4409,1
2023-02-23 22:00:00,-0.0583,0.041,-0.018,0.3433,1
2023-02-23 23:00:00,0.0698,0.2213,0.1034,0.5873,1
2023-02-24 11:00:00,0.0292,0.1045,-0.149,0.4394,1
2023-02-24 15:00:00,0.0388,0.0336,0.2353,0.4205,1
2023-02-24 19:00:00,0.195,0.2081,0.0632,0.4642,1
2023-02-24 22:00:00,0.083,0.0478,0.1048,0.5186,1
2023-02-25 03:00:00,-0.0413,0.065,0.1071,0.5077,1
2023-02-25 14:00:00,0.034,0.0583,-0.0314,0.5754,1
2023-02-25 20:00:00,0.1841,0.2822,-0.2427,0.4228,1
2023-02-25 22:00:00,-0.0025,0.2249,-0.035,0.2935,1
2023-02-26 10:00:00,0.2549,0.3225,0.2586,0.3878,1
2023-02-26 11:00:00,0.0728,0.4777,0.112,0.4834,1
2023-02-26 13:00:00,0.0647,0.5861,0.0807,0.3681,1
2023-02-26 15:00:00,0.2598,0.3268,0.1693,0.6493,1
2023-02-26 19:00:00,0.1935,0.0146,0.2003,0.4903,1
2023-02-26 20:00:00,0.2225,0.0314,0.1436,0.3962,1
2023-02-26 22:00:00,0.0364,0.0598,-0.0314,0.5369,1
2023-02-27 03:00:00,0.0734,0.2625,0.2102,0.5376,1
2023-02-27 04:00:00,0.1644,0.085,0.1035,0.3862,1
2023-02-27 10:00:00,0.1547,0.3499,0.0818,0.5955,2
2023-02-27 11:00:00,0.165,0.0644,-0.0221,0.4144,2
2023-02-27 12:00:00,0.0605,0.1633,-0.0566,0.4341,2
2023-02-27 13:00:00,0.1528,0.148,0.1124,0.6421,4
2023-02-27 14:00:00,0.1987,0.54,0.2119,0.502,6
2023-02-27 15:00:00,0.1608,0.9836,0.3873,0.5541,1
2023-02-27 16:00:00,0.255,0.5407,0.4027,0.5377,2
2023-02-27 17:00:00,0.2166,0.2491,0.2052,0.7878,1
2023-02-27 18:00:00,0.2926,0.6983,0.3318,0.5901,2
2023-02-27 19:00:00,0.1432,0.8103,0.3219,0.7805,1
2023-02-27 21:00:00,0.175,0.3913,0.5592,0.5395,1
2023-03-15 12:00:00,0.0288,0.2543,0.0118,0.3862,1
2023-03-20 18:00:00,-0.0414,0.0366,0.0441,0.4255,1
2023-03-21 11:00:00,0.3668,0.0493,0.0962,0.464,1
2023-03-24 22:00:00,0.0148,0.1033,0.0494,0.4413,2
2023-03-25 11:00:00,-0.058,0.7117,0.0269,0.716,1
2023-03-25 16:00:00,0.0436,0.2195,0.2766,0.3335,1
2023-03-26 14:00:00,0.0416,0.0552,0.0912,0.4596,1
2023-03-27 11:00:00,0.2105,0.5439,-0.0134,0.3899,1
2023-03-27 15:00:00,0.0057,0.0786,0.0057,0.3659,2
2023-03-27 16:00:00,0.0408,0.7355,0.0899,0.3862,1
2023-03-27 18:00:00,0.1682,0.6756,0.3403,0.5367,1
2023-03-27 20:00:00,0.246,0.1825,0.1705,0.345,1
2023-03-27 22:00:00,0.012,0.5046,-0.0032,0.3862,1
2023-03-28 13:00:00,0.0145,0.0389,-0.0039,0.5551,1
2023-03-29 12:00:00,-0.1206,0.1029,0.0759,0.5675,2
2023-03-29 14:00:00,0.006,0.1943,0.0498,0.3958,2
2023-03-29 15:00:00,0.3399,0.0351,0.1183,0.5393,1
2023-03-29 19:00:00,0.2548,0.0891,0.1076,0.4401,1
2023-03-29 20:00:00,0.2282,0.1278,0.0896,0.6954,1
2023-03-30 00:00:00,-0.0437,0.1163,0.0,0.6345,1
2023-03-30 08:00:00,0.1592,0.0376,0.0622,0.5063,1
2023-03-30 09:00:00,0.2376,0.2147,0.1702,0.507,1
2023-03-30 10:00:00,-0.1068,0.0468,0.2447,0.5988,1
2023-03-30 12:00:00,0.1964,0.1897,0.1673,0.5015,4
2023-03-30 13:00:00,0.1238,0.3021,0.1969,0.438,5
2023-03-30 14:00:00,0.0981,0.2982,0.1034,0.6136,2
2023-03-30 15:00:00,0.1926,0.4093,0.1442,0.4518,3
2023-03-30 16:00:00,0.2372,0.0619,0.0679,0.4991,2
2023-03-30 19:00:00,0.2336,0.2169,0.2779,0.7691,1
2023-03-30 20:00:00,-0.0864,0.089,0.0,0.4709,1
2023-04-12 15:00:00,-0.0096,0.0378,0.0563,0.5198,1
2023-04-14 05:00:00,0.0411,0.0083,-0.0095,0.3144,1
2023-04-23 11:00:00,0.0144,0.0776,0.0,0.2986,1
2023-04-23 15:00:00,-0.0192,0.2121,0.2012,0.3439,1
2023-04-25 15:00:00,0.1079,0.1746,0.0688,0.6271,1
2023-04-25 16:00:00,0.1004,0.5423,0.3029,0.3432,1
2023-04-26 09:00:00,-0.1328,0.2774,-0.2822,0.3084,1
2023-04-26 10:00:00,0.2132,0.0856,-0.0125,0.5339,1
2023-04-27 11:00:00,0.1625,0.1569,0.1513,0.4015,3
2023-04-27 13:00:00,-0.0305,0.0657,0.0387,0.487,1
2023-04-28 08:00:00,0.0508,0.0452,0.047,0.5523,1
2023-04-28 10:00:00,0.2397,0.4528,0.357,0.4531,1
2023-04-28 11:00:00,0.1626,0.0768,-0.0679,0.4045,1
2023-04-28 12:00:00,0.2322,0.2833,-0.0309,0.3993,2
2023-04-28 13:00:00,0.0989,0.1429,0.2142,0.4998,2
2023-04-28 14:00:00,0.1342,0.065,0.0105,0.4064,2
2023-04-28 15:00:00,0.0527,0.7394,0.1445,0.3694,1
2023-04-28 16:00:00,0.1758,0.0374,0.0,0.5706,1
2023-04-28 17:00:00,0.2299,0.0953,0.094,0.3453,1
2023-04-28 22:00:00,-0.0367,0.0516,0.1555,0.435,1
2023-04-29 12:00:00,0.1175,0.3108,0.2494,0.5,1
2023-04-29 13:00:00,0.2397,0.3318,0.2359,0.3862,1
2023-04-29 15:00:00,0.109,0.3218,0.0397,0.5218,2
2023-05-10 20:00:00,0.2055,0.0135,0.0165,0.3825,1
2023-05-15 14:00:00,0.07,0.1469,0.3211,0.6226,1
2023-05-16 11:00:00,-0.0535,0.0227,-0.0758,0.3049,1
2023-05-16 17:00:00,0.0703,0.0893,0.1806,0.3295,1
2023-05-19 21:00:00,0.1098,0.0931,0.0908,0.4441,1
2023-05-22 09:00:00,0.2113,0.3653,0.1961,0.4996,1
2023-05-22 10:00:00,0.1769,0.3153,0.2316,0.525,2
2023-05-22 12:00:00,0.1231,0.053,0.0567,0.3864,4
2023-05-22 15:00:00,0.0887,0.0679,-0.0266,0.428,2
2023-05-22 21:00:00,-0.0673,0.062,0.066,0.458,1
2023-05-23 11:00:00,-0.0557,0.0226,0.1239,0.2047,1
2023-05-23 12:00:00,0.1696,0.0334,-0.0668,0.4759,1
2023-05-23 14:00:00,-0.0316,0.0967,0.0152,0.5282,1
2023-05-23 15:00:00,0.3134,0.226,0.2939,0.4749,1
2023-05-23 22:00:00,0.1527,0.0336,0.0465,0.6554,1
2023-05-24 01:00:00,0.3539,0.3688,0.0,0.4756,1
2023-05-24 11:00:00,-0.0049,0.0214,-0.0301,0.264,1
2023-05-24 12:00:00,0.2542,0.1343,0.1371,0.4271,1
2023-05-24 13:00:00,0.0725,0.1322,0.0162,0.3841,2
2023-05-24 16:00:00,-0.0024,0.1451,0.0578,0.5285,1
